,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6255,0.0,50.0,0.0,0.5469
split 1,0.0,50.0,0.0,0.6149,0.0,50.0,0.0,0.5201
split 2,0.0,50.0,0.0,0.6271,0.0,50.0,0.0,0.4568
split 3,0.0,50.0,0.0,0.6242,0.0,50.0,0.0,0.4971
split 4,0.0,50.0,0.0,0.6265,0.0,50.0,0.0,0.4275
split 5,0.0,50.0,0.0,0.61,0.0,50.0,0.0,0.5662
mean,0.0,50.0,0.0,0.6214,0.0,50.0,0.0,0.5024
std,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0484
