,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,37.84,49.76,27.52,36.26,40.94,44.46,37.45,49.16,46.77,0.6121,26.05,44.48,24.39,9.29,31.85,30.85,32.75,29.53,30.27,0.4943
split 1,35.45,50.99,24.27,31.09,39.94,43.14,37.44,45.44,46.54,0.6008,27.31,46.87,13.96,21.12,34.27,36.65,33.14,34.17,42.62,0.5212
split 2,37.84,49.95,29.88,33.7,40.74,43.39,37.82,46.85,45.5,0.6071,30.2,44.82,14.48,31.29,34.49,34.72,33.52,32.5,38.13,0.5285
split 3,37.35,50.57,27.29,34.19,40.72,43.41,37.96,45.75,46.51,0.6027,37.75,41.27,28.64,43.34,38.81,39.19,37.67,40.86,39.02,0.5396
split 4,36.21,50.37,25.95,32.31,40.17,43.88,37.22,48.33,46.09,0.597,37.11,45.06,33.38,32.9,38.2,38.66,37.08,40.77,38.15,0.5632
split 5,33.99,50.42,29.2,22.33,39.06,43.33,36.64,43.43,49.91,0.5981,33.35,51.15,41.66,7.24,40.58,49.06,37.36,47.94,61.89,0.5276
mean,36.45,50.34,27.35,31.65,40.26,43.6,37.42,46.49,46.89,0.603,31.96,45.61,26.09,24.2,36.37,38.19,35.25,37.63,41.68,0.5291
std,1.4,0.4,1.88,4.46,0.64,0.45,0.43,1.9,1.41,0.0052,4.5,2.98,9.89,12.99,3.04,5.59,2.14,6.2,9.76,0.0206
