,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.34,52.34,34.23,43.44,45.19,47.69,41.59,53.78,47.7,0.6397,33.9,42.8,29.74,29.18,34.86,34.51,36.36,35.08,32.07,0.5201
split 1,39.65,51.62,32.25,35.09,42.46,45.37,39.15,48.64,48.32,0.629,31.92,39.42,31.79,24.54,32.38,32.37,34.8,37.0,25.31,0.4985
split 2,38.46,52.51,36.58,26.29,42.36,46.11,39.03,49.4,49.91,0.6393,28.68,44.6,32.9,8.54,34.04,36.93,34.07,32.93,43.78,0.5052
split 3,41.69,51.62,36.33,37.13,43.68,46.06,40.18,50.48,47.53,0.6346,28.8,44.35,18.57,23.48,32.81,32.39,33.12,29.68,34.38,0.5241
split 4,42.85,52.31,38.15,38.09,44.53,46.42,41.44,51.76,46.06,0.6319,25.13,48.12,10.04,17.22,33.84,34.67,33.7,36.87,33.45,0.5483
split 5,41.14,51.39,34.0,38.03,43.06,44.53,40.52,46.59,46.5,0.6318,26.51,43.33,26.72,9.47,30.88,27.53,33.12,30.64,18.82,0.5147
mean,41.19,51.97,35.26,36.34,43.55,46.03,40.32,50.11,47.67,0.6344,29.16,43.77,24.96,18.74,33.13,33.07,34.2,33.7,31.3,0.5185
std,1.71,0.43,1.96,5.16,1.04,0.97,1.0,2.29,1.25,0.004,2.99,2.58,8.15,7.72,1.29,2.92,1.13,2.86,7.77,0.0159
