,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5758,0.0,50.0,0.0,0.4671
split 1,0.0,50.0,0.0,0.5362,0.0,50.0,0.0,0.5076
split 2,0.0,50.0,0.0,0.5382,0.0,50.0,0.0,0.5152
split 3,0.0,50.0,0.0,0.5403,0.0,50.0,0.0,0.4886
split 4,0.0,50.0,0.0,0.5297,0.0,50.0,0.0,0.4965
split 5,0.0,50.0,0.0,0.5449,0.0,50.0,0.0,0.4991
mean,0.0,50.0,0.0,0.5442,0.0,50.0,0.0,0.4957
std,0.0,0.0,0.0,0.0149,0.0,0.0,0.0,0.0153
