,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.55,0.0,50.0,0.0,0.4132
split 1,0.0,50.0,0.0,0.5005,0.0,50.0,0.0,0.5061
split 2,0.0,50.0,0.0,0.5349,0.0,50.0,0.0,0.4649
split 3,0.0,50.0,0.0,0.5137,0.0,50.0,0.0,0.4932
split 4,0.0,50.0,0.0,0.5139,0.0,50.0,0.0,0.4604
split 5,0.0,50.0,0.0,0.5121,0.0,50.0,0.0,0.4729
mean,0.0,50.0,0.0,0.5209,0.0,50.0,0.0,0.4684
std,0.0,0.0,0.0,0.0165,0.0,0.0,0.0,0.0294
