,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.95,50.77,42.69,41.4,45.6,46.37,42.95,49.06,47.1,0.6388,34.28,38.41,29.69,34.74,34.62,34.64,35.22,35.07,33.64,0.4914
split 1,43.48,50.71,36.52,43.21,44.68,46.26,41.59,51.09,46.11,0.6228,28.42,45.44,8.25,31.56,33.07,29.59,34.35,15.22,39.2,0.5434
split 2,44.24,52.24,33.37,47.11,46.04,48.4,42.4,54.6,48.2,0.6435,30.03,35.19,24.48,30.41,30.87,31.62,29.09,33.61,32.16,0.4725
split 3,43.95,47.45,38.16,46.24,44.47,45.16,41.6,47.91,45.98,0.6312,28.36,35.86,9.69,39.52,32.47,34.82,31.83,40.31,32.32,0.5104
split 4,41.66,51.65,32.29,41.06,43.79,46.19,40.51,51.26,46.79,0.6222,38.36,44.29,36.52,34.28,39.42,41.92,35.26,42.27,48.21,0.5355
split 5,41.63,49.67,32.49,42.72,43.08,44.17,40.71,46.85,44.96,0.6211,28.58,38.95,16.47,30.33,31.38,35.52,31.02,46.58,28.97,0.4978
mean,43.32,50.41,35.92,43.62,44.61,46.09,41.63,50.13,46.52,0.6299,31.34,39.69,20.85,33.47,33.64,34.69,32.8,35.51,35.75,0.5085
std,1.26,1.55,3.71,2.29,1.0,1.29,0.86,2.55,1.01,0.0087,3.76,3.9,10.32,3.21,2.85,3.84,2.32,10.06,6.35,0.0247
