,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,33.44,51.54,20.36,28.4,38.84,40.96,37.73,45.38,39.76,0.6141,25.76,43.93,19.38,13.98,31.52,32.43,31.6,42.08,23.61,0.5454
split 1,29.32,51.48,20.59,15.88,37.53,41.41,36.12,46.58,41.53,0.6006,20.24,49.38,4.61,6.74,33.75,40.84,33.33,29.48,59.71,0.6174
split 2,18.82,50.3,0.86,5.28,34.19,50.02,33.67,46.37,70.0,0.6072,17.48,50.0,1.27,1.18,32.97,30.57,33.6,50.32,7.8,0.5075
split 3,24.55,50.97,10.38,12.31,35.78,42.74,34.93,56.51,36.78,0.6047,22.09,48.6,8.43,9.23,33.08,31.8,33.44,34.71,27.24,0.5257
split 4,22.3,50.5,11.4,5.0,35.33,48.5,34.13,60.2,51.16,0.5993,16.88,50.64,0.0,0.0,33.33,11.3,33.9,0.0,0.0,0.532
split 5,25.72,50.88,15.92,10.34,36.17,41.51,35.01,50.95,38.59,0.6037,24.79,48.0,12.85,13.53,33.15,31.39,33.83,29.2,31.15,0.5399
mean,25.69,50.95,13.25,12.87,36.31,44.19,35.26,51.0,46.3,0.6049,21.21,48.42,7.76,7.44,32.97,29.72,33.29,30.96,24.92,0.5447
std,4.71,0.46,6.79,7.92,1.51,3.65,1.34,5.59,11.55,0.0049,3.36,2.19,6.75,5.45,0.69,8.93,0.78,15.69,19.02,0.0347
