,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6069,0.0,50.0,0.0,0.5274
split 1,0.0,50.0,0.0,0.6073,0.0,50.0,0.0,0.5024
split 2,0.0,50.0,0.0,0.6041,0.0,50.0,0.0,0.5563
split 3,0.0,50.0,0.0,0.6027,0.0,50.0,0.0,0.5075
split 4,0.0,50.0,0.0,0.6016,0.0,50.0,0.0,0.3802
split 5,0.0,50.0,0.0,0.6006,0.0,50.0,0.0,0.4966
mean,0.0,50.0,0.0,0.6039,0.0,50.0,0.0,0.4951
std,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0551
