,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5295,0.0,50.0,0.0,0.4725
split 1,0.0,50.0,0.0,0.5283,0.0,50.0,0.0,0.51
split 2,0.0,50.0,0.0,0.549,0.0,50.0,0.0,0.4763
split 3,0.0,50.0,0.0,0.5233,0.0,50.0,0.0,0.4942
split 4,0.0,50.0,0.0,0.5344,0.0,50.0,0.0,0.5343
split 5,0.0,50.0,0.0,0.5103,0.0,50.0,0.0,0.5101
mean,0.0,50.0,0.0,0.5291,0.0,50.0,0.0,0.4996
std,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0213
