,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.39,46.55,36.72,49.91,45.11,45.59,42.5,47.98,46.29,0.6398,31.53,24.28,39.49,30.82,32.94,34.09,38.76,32.36,31.16,0.4884
split 1,43.03,48.43,34.3,46.37,44.01,44.61,42.13,46.9,44.81,0.6339,29.85,45.51,10.34,33.68,34.49,33.86,35.79,33.21,32.59,0.5148
split 2,44.17,50.01,35.23,47.26,45.09,45.56,45.97,47.76,42.96,0.6449,34.83,34.44,24.02,46.03,35.87,35.51,30.85,32.78,42.89,0.5029
split 3,45.12,48.18,38.36,48.82,45.86,47.39,42.45,53.79,45.93,0.6452,31.49,43.52,21.41,29.53,33.84,33.38,34.28,30.91,34.94,0.5132
split 4,41.97,49.67,30.4,45.85,43.74,45.25,41.07,49.39,45.27,0.6389,26.84,38.52,9.7,32.31,30.3,29.07,31.87,26.23,29.12,0.4725
split 5,44.06,49.2,34.89,48.08,45.11,45.94,42.76,49.04,46.03,0.6341,30.24,14.83,33.33,42.55,33.19,32.13,29.63,32.05,34.72,0.5143
mean,43.79,48.67,34.98,47.72,44.82,45.72,42.81,49.14,45.22,0.6395,30.8,33.52,23.05,35.82,33.44,33.01,33.53,31.26,34.24,0.501
std,1.02,1.15,2.45,1.39,0.72,0.85,1.51,2.24,1.13,0.0045,2.38,10.83,10.95,6.21,1.7,2.02,3.11,2.36,4.36,0.0158
