,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5018,0.0,50.0,0.0,0.4199
split 1,0.0,50.0,0.0,0.4683,0.0,50.0,0.0,0.487
split 2,0.0,50.0,0.0,0.4642,0.0,50.0,0.0,0.5542
split 3,0.0,50.0,0.0,0.4707,0.0,50.0,0.0,0.494
split 4,0.0,50.0,0.0,0.4791,0.0,50.0,0.0,0.4418
split 5,0.0,50.0,0.0,0.4806,0.0,50.0,0.0,0.4278
mean,0.0,50.0,0.0,0.4775,0.0,50.0,0.0,0.4708
std,0.0,0.0,0.0,0.0123,0.0,0.0,0.0,0.0466
