,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.31,49.18,0.44,41.32,38.23,44.64,37.8,57.25,38.86,0.5972,25.76,42.98,0.0,34.28,32.93,22.2,32.2,0.0,34.39,0.5125
split 1,29.52,48.67,0.7,39.18,37.68,59.26,35.81,100.0,41.97,0.5836,26.82,43.55,4.2,32.7,32.82,31.14,33.17,27.67,32.58,0.552
split 2,29.9,49.21,0.43,40.05,38.21,45.27,36.15,56.48,43.19,0.59,26.71,46.82,0.0,33.32,34.38,22.61,35.5,0.0,32.33,0.5295
split 3,28.85,49.71,0.4,36.44,37.59,59.42,35.94,100.0,42.31,0.5842,21.95,47.4,0.0,18.45,32.86,22.19,32.73,0.0,33.84,0.5544
split 4,24.5,49.54,0.37,23.6,35.42,59.37,34.18,100.0,43.92,0.5803,19.69,49.63,0.0,9.44,33.47,21.63,33.6,0.0,31.29,0.561
split 5,30.6,48.67,0.0,43.13,38.61,26.09,37.16,0.0,41.11,0.583,25.35,41.96,0.0,34.09,32.07,21.28,32.69,0.0,31.15,0.5513
mean,28.95,49.16,0.39,37.29,37.62,49.01,36.18,68.95,41.89,0.5864,24.38,45.39,0.7,27.05,33.09,23.51,33.31,4.61,32.6,0.5435
std,2.06,0.39,0.21,6.45,1.05,12.1,1.14,36.37,1.62,0.0056,2.65,2.74,1.57,9.64,0.71,3.44,1.07,10.31,1.2,0.0169
