,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5412,0.0,50.0,0.0,0.5001
split 1,0.0,50.0,0.0,0.5654,0.0,50.0,0.0,0.4712
split 2,0.0,50.0,0.0,0.5378,0.0,50.0,0.0,0.507
split 3,0.0,50.0,0.0,0.5824,0.0,50.0,0.0,0.4815
split 4,0.0,50.0,0.0,0.5399,0.0,50.0,0.0,0.5531
split 5,0.0,50.0,0.0,0.531,0.0,50.0,0.0,0.553
mean,0.0,50.0,0.0,0.5496,0.0,50.0,0.0,0.511
std,0.0,0.0,0.0,0.0181,0.0,0.0,0.0,0.032
