,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,33.56,50.02,26.59,24.07,38.85,44.1,35.97,46.81,49.51,0.6017,24.2,46.6,4.0,22.0,32.85,30.71,32.84,24.89,34.39,0.5403
split 1,30.42,51.28,17.83,22.16,38.24,45.11,35.91,49.52,49.91,0.5929,26.13,46.54,9.42,22.43,33.65,37.34,32.98,44.72,34.3,0.5097
split 2,23.94,50.69,17.69,3.44,35.85,42.8,34.55,52.25,41.61,0.5872,23.87,50.34,21.26,0.0,35.32,25.68,34.68,42.37,0.0,0.5207
split 3,33.59,49.59,19.28,31.9,38.54,42.56,36.41,49.75,41.52,0.5978,30.83,37.66,20.75,34.09,32.25,32.28,31.07,30.88,34.88,0.5074
split 4,27.94,50.18,10.12,23.5,36.98,46.05,34.8,54.0,49.33,0.592,21.12,47.65,1.94,13.77,32.24,30.28,32.87,30.55,27.4,0.4911
split 5,35.9,50.56,27.01,30.13,40.05,43.85,37.17,48.32,46.05,0.6009,25.05,43.55,19.49,12.11,30.61,29.34,31.87,26.32,29.84,0.5278
mean,30.89,50.39,19.75,22.53,38.09,44.08,35.8,50.11,46.32,0.5954,25.2,45.39,12.81,17.4,32.82,30.94,32.72,33.29,26.8,0.5162
std,4.01,0.53,5.78,9.25,1.35,1.22,0.9,2.39,3.59,0.0052,2.95,3.99,8.03,10.56,1.44,3.5,1.11,7.59,12.3,0.0157
