,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,22.2,50.08,5.24,11.28,35.14,56.4,33.82,80.69,54.69,0.5973,20.79,45.15,1.39,15.84,30.82,37.04,31.37,52.98,26.78,0.5354
split 1,17.84,50.22,1.07,2.22,33.84,60.11,33.54,46.78,100.0,0.5897,17.67,48.95,0.0,4.05,32.58,18.62,32.9,0.0,22.95,0.5218
split 2,19.01,50.37,2.44,4.22,34.26,52.89,33.74,62.27,62.66,0.5992,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5284
split 3,21.38,50.28,11.35,2.53,34.91,49.35,33.92,55.07,59.04,0.5976,18.5,47.07,8.43,0.0,31.33,18.28,32.02,22.83,0.0,0.5295
split 4,24.25,50.32,14.41,8.03,35.82,47.97,34.24,54.56,55.11,0.5959,21.48,48.02,14.41,2.02,32.9,28.75,32.91,39.27,14.06,0.5357
split 5,17.3,50.15,0.75,1.01,33.63,62.0,33.47,52.54,100.0,0.5898,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5329
mean,20.33,50.24,5.88,4.88,34.6,54.79,33.79,58.65,71.92,0.5949,18.63,48.2,4.04,3.65,32.38,20.82,32.65,19.18,10.63,0.5306
std,2.49,0.1,5.24,3.63,0.77,5.21,0.25,10.85,20.03,0.0038,1.89,1.72,5.52,5.65,0.97,9.36,0.72,21.07,11.28,0.0048
