,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5365,0.0,50.0,0.0,0.5429
split 1,0.0,50.0,0.0,0.5537,0.0,50.0,0.0,0.4657
split 2,0.0,50.0,0.0,0.5308,0.0,50.0,0.0,0.574
split 3,0.0,50.0,0.0,0.54,0.0,50.0,0.0,0.4688
split 4,0.0,50.0,0.0,0.5338,0.0,50.0,0.0,0.5231
split 5,0.0,50.0,0.0,0.5522,0.0,50.0,0.0,0.503
mean,0.0,50.0,0.0,0.5412,0.0,50.0,0.0,0.5129
std,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0387
