,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5831,0.0,50.0,0.0,0.4261
split 1,0.0,50.0,0.0,0.5612,0.0,50.0,0.0,0.4522
split 2,0.0,50.0,0.0,0.5671,0.0,50.0,0.0,0.4893
split 3,0.0,50.0,0.0,0.5467,0.0,50.0,0.0,0.5055
split 4,0.0,50.0,0.0,0.5632,0.0,50.0,0.0,0.5036
split 5,0.0,50.0,0.0,0.5768,0.0,50.0,0.0,0.4447
mean,0.0,50.0,0.0,0.5664,0.0,50.0,0.0,0.4702
std,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0307
