,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.65,51.04,42.5,28.4,43.3,46.46,39.25,49.58,50.55,0.6358,25.07,43.04,25.98,6.18,31.06,30.86,31.9,28.83,31.84,0.4982
split 1,35.94,51.4,37.15,19.25,40.61,43.48,38.34,44.69,47.39,0.6213,24.8,43.59,17.34,13.48,30.61,29.91,31.61,25.23,32.89,0.5008
split 2,41.93,50.81,43.78,31.2,43.97,46.72,40.5,46.02,53.64,0.6273,26.41,39.63,15.92,23.68,29.05,27.63,31.25,24.98,26.65,0.4858
split 3,35.11,50.87,34.71,19.76,40.15,44.59,37.08,48.45,48.25,0.624,33.93,45.24,35.16,21.39,36.38,36.35,36.12,37.19,35.74,0.5196
split 4,36.28,51.73,34.45,22.67,41.12,46.26,37.62,51.14,50.01,0.6237,32.35,45.02,32.0,20.04,35.94,38.45,33.6,40.68,41.07,0.5106
split 5,35.31,50.87,36.39,18.68,40.35,44.96,37.3,47.07,50.51,0.6146,28.85,46.45,26.88,13.22,33.85,32.34,34.56,34.34,28.11,0.5207
mean,37.54,51.12,38.16,23.33,41.59,45.41,38.35,47.83,50.06,0.6245,28.57,43.83,25.55,16.33,32.82,32.59,33.18,31.88,32.72,0.5059
std,2.71,0.34,3.66,4.82,1.49,1.17,1.2,2.16,1.98,0.0064,3.52,2.18,7.02,5.98,2.76,3.73,1.75,5.96,4.79,0.0124
