,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5036,0.0,50.0,0.0,0.5267
split 1,0.0,50.0,0.0,0.5062,0.0,50.0,0.0,0.4928
split 2,0.0,50.0,0.0,0.5326,0.0,50.0,0.0,0.5008
split 3,0.0,50.0,0.0,0.5464,0.0,50.0,0.0,0.5037
split 4,0.0,50.0,0.0,0.5412,0.0,50.0,0.0,0.4815
split 5,0.0,50.0,0.0,0.5221,0.0,50.0,0.0,0.4642
mean,0.0,50.0,0.0,0.5253,0.0,50.0,0.0,0.495
std,0.0,0.0,0.0,0.0163,0.0,0.0,0.0,0.0194
