,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.534,0.0,50.0,0.0,0.5133
split 1,0.0,50.0,0.0,0.5269,0.0,50.0,0.0,0.5393
split 2,0.0,50.0,0.0,0.5331,0.0,50.0,0.0,0.5194
split 3,0.0,50.0,0.0,0.4824,0.0,50.0,0.0,0.5235
split 4,0.0,50.0,0.0,0.5315,0.0,50.0,0.0,0.5248
split 5,0.0,50.0,0.0,0.525,0.0,50.0,0.0,0.5648
mean,0.0,50.0,0.0,0.5221,0.0,50.0,0.0,0.5308
std,0.0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0171
