,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5908,0.0,50.0,0.0,0.481
split 1,0.0,50.0,0.0,0.6096,0.0,50.0,0.0,0.488
split 2,0.0,50.0,0.0,0.599,0.0,50.0,0.0,0.4715
split 3,0.0,50.0,0.0,0.5706,0.0,50.0,0.0,0.5619
split 4,0.0,50.0,0.0,0.5958,0.0,50.0,0.0,0.4459
split 5,0.0,50.0,0.0,0.5822,0.0,50.0,0.0,0.5029
mean,0.0,50.0,0.0,0.5913,0.0,50.0,0.0,0.4919
std,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0358
