,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4923,0.0,50.0,0.0,0.4825
split 1,0.0,50.0,0.0,0.5,0.0,50.0,0.0,0.4494
split 2,0.0,50.0,0.0,0.4969,0.0,50.0,0.0,0.4722
split 3,0.0,50.0,0.0,0.49,0.0,50.0,0.0,0.4967
split 4,0.0,50.0,0.0,0.4888,0.0,50.0,0.0,0.5238
split 5,0.0,50.0,0.0,0.5157,0.0,50.0,0.0,0.4422
mean,0.0,50.0,0.0,0.4973,0.0,50.0,0.0,0.4778
std,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0277
