,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.69,50.9,11.43,32.74,38.57,45.04,36.85,57.01,41.27,0.6004,28.12,49.74,6.58,28.06,35.9,36.56,35.9,38.22,35.56,0.5653
split 1,28.6,51.25,1.72,32.85,38.06,48.94,36.23,65.41,45.19,0.5949,29.65,47.33,10.29,31.33,35.31,38.74,35.71,47.73,32.79,0.5426
split 2,31.34,50.46,6.65,36.89,38.64,45.11,37.02,56.72,41.59,0.599,26.25,46.28,2.66,29.82,34.25,38.29,33.14,44.0,37.72,0.5421
split 3,24.32,51.01,10.32,11.62,36.18,48.22,34.68,53.82,56.17,0.6027,19.36,48.16,6.0,3.92,32.23,27.86,32.73,27.78,23.08,0.493
split 4,33.54,49.56,12.64,38.43,38.97,41.12,37.21,44.0,42.14,0.5988,28.05,42.35,9.89,31.92,32.37,31.83,33.1,31.01,31.39,0.5232
split 5,27.61,51.02,3.21,28.61,37.34,42.72,35.67,46.59,45.89,0.5995,25.02,44.17,4.24,26.64,31.91,29.47,32.1,23.85,32.47,0.5105
mean,29.52,50.7,7.66,30.19,37.96,45.19,36.28,53.93,45.38,0.5992,26.08,46.34,6.61,25.28,33.66,33.79,33.78,35.43,32.17,0.5295
std,3.05,0.56,4.13,8.89,0.95,2.77,0.88,7.09,5.14,0.0023,3.35,2.47,2.77,9.72,1.57,4.28,1.47,8.61,4.58,0.0236
