,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4546,0.0,50.0,0.0,0.4803
split 1,0.0,50.0,0.0,0.5286,0.0,50.0,0.0,0.4323
split 2,0.0,50.0,0.0,0.4724,0.0,50.0,0.0,0.4567
split 3,0.0,50.0,0.0,0.5283,0.0,50.0,0.0,0.5727
split 4,0.0,50.0,0.0,0.4972,0.0,50.0,0.0,0.5152
split 5,0.0,50.0,0.0,0.4894,0.0,50.0,0.0,0.5067
mean,0.0,50.0,0.0,0.4951,0.0,50.0,0.0,0.494
std,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0451
