,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,34.69,51.07,21.54,31.46,39.84,44.48,37.1,50.31,46.05,0.611,22.8,47.14,9.43,11.84,31.64,27.56,33.18,22.07,27.43,0.5164
split 1,29.81,51.15,10.72,27.55,38.07,45.43,35.95,54.07,46.29,0.6005,18.34,49.18,0.0,5.84,31.75,16.55,33.61,0.0,16.03,0.5237
split 2,30.26,50.79,6.42,33.57,38.68,51.17,35.82,68.27,49.4,0.6086,27.77,45.86,3.47,33.97,34.54,34.06,34.43,32.88,34.87,0.5003
split 3,27.88,51.04,8.26,24.34,37.31,45.26,35.46,53.3,47.0,0.6032,27.66,50.43,5.98,26.57,36.98,42.89,35.14,46.13,47.4,0.5359
split 4,32.96,50.45,20.1,28.34,38.83,44.3,36.12,49.89,46.87,0.6035,27.75,47.99,10.45,24.81,33.57,30.28,35.65,24.13,31.06,0.5436
split 5,35.05,51.11,22.56,31.49,39.83,43.39,37.48,48.57,44.11,0.6025,28.49,44.77,11.14,29.57,33.59,33.37,33.26,31.78,35.08,0.537
mean,31.78,50.94,14.93,29.46,38.76,45.67,36.32,54.07,46.62,0.6049,25.47,47.56,6.75,22.1,33.68,30.78,34.21,26.17,31.98,0.5261
std,2.65,0.25,6.62,3.06,0.9,2.55,0.72,6.63,1.57,0.0037,3.7,1.91,4.02,9.95,1.81,7.93,0.94,14.03,9.41,0.0146
