,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,39.76,51.89,27.04,40.35,42.99,46.43,39.28,50.55,49.48,0.6366,29.79,45.61,23.1,20.65,33.65,32.98,34.38,31.87,32.7,0.515
split 1,40.03,51.06,31.51,37.53,42.47,44.91,39.34,48.81,46.57,0.6267,31.86,38.23,24.44,32.92,32.64,32.57,32.33,28.93,36.46,0.4744
split 2,37.76,50.31,32.38,30.58,41.14,45.92,37.23,53.95,46.59,0.631,28.66,44.85,18.47,22.67,33.02,34.62,33.41,42.47,27.99,0.5008
split 3,36.49,51.82,24.83,32.8,41.15,46.27,37.78,52.11,48.93,0.6213,24.45,45.64,13.6,14.12,31.76,30.33,32.41,28.55,30.02,0.5189
split 4,38.14,50.69,28.5,35.23,41.63,46.63,37.53,52.75,49.6,0.6235,24.35,49.01,12.15,11.9,33.91,36.04,34.11,48.64,25.36,0.5509
split 5,38.69,50.83,32.35,32.88,41.71,45.32,38.14,50.44,47.39,0.6312,24.1,43.59,15.79,12.93,30.28,28.75,31.45,24.73,30.08,0.4856
mean,38.48,51.1,29.43,34.9,41.85,45.91,38.22,51.43,48.09,0.6284,27.2,44.49,17.93,19.2,32.54,32.55,33.02,34.2,30.44,0.5076
std,1.21,0.58,2.86,3.26,0.68,0.61,0.82,1.69,1.29,0.0052,3.05,3.24,4.58,7.31,1.23,2.45,1.04,8.48,3.5,0.0248
