,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.79,52.07,36.8,39.51,44.52,46.57,41.02,49.32,49.37,0.6471,21.27,47.47,6.69,9.65,32.07,28.99,32.7,25.78,28.48,0.5213
split 1,39.93,50.62,35.4,33.78,42.26,44.99,38.86,46.26,49.83,0.6313,30.66,45.93,13.51,32.54,35.63,37.52,33.85,38.38,40.33,0.5306
split 2,41.71,49.18,37.88,38.08,43.05,45.39,38.92,47.11,50.16,0.6327,37.18,34.77,38.93,37.85,37.17,37.41,35.18,41.51,35.52,0.538
split 3,42.2,51.15,39.21,36.24,43.59,44.59,41.35,47.86,44.57,0.6387,29.2,27.24,38.4,21.94,30.73,31.46,27.33,31.51,35.54,0.4884
split 4,41.25,50.34,35.69,37.72,42.96,45.01,39.55,46.61,48.87,0.6343,33.65,44.43,28.35,28.17,35.87,37.51,34.39,34.41,43.72,0.5444
split 5,41.13,51.6,36.17,35.62,43.3,45.66,39.93,48.68,48.36,0.6383,31.66,26.91,28.38,39.7,32.37,32.01,28.76,32.81,34.45,0.4699
mean,41.5,50.83,36.86,36.82,43.28,45.37,39.94,47.64,48.53,0.6371,30.6,37.79,25.71,28.31,33.97,34.15,32.04,34.07,36.34,0.5154
std,0.9,0.94,1.32,1.86,0.69,0.63,0.96,1.1,1.87,0.0052,4.88,8.59,11.97,10.23,2.36,3.46,2.95,5.02,4.78,0.0272
