,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5864,0.0,50.0,0.0,0.5259
split 1,2.21,50.45,83.15,0.5676,3.09,49.4,36.41,0.5194
split 2,0.0,50.0,0.0,0.5765,0.0,50.0,0.0,0.4531
split 3,0.0,50.0,0.0,0.58,0.0,50.0,0.0,0.5231
split 4,0.0,50.0,0.0,0.5893,0.0,50.0,0.0,0.4992
split 5,0.0,50.0,0.0,0.5611,0.0,50.0,0.0,0.5169
mean,0.37,50.07,13.86,0.5768,0.51,49.9,6.07,0.5063
std,0.82,0.17,30.99,0.0099,1.15,0.22,13.57,0.0253
