,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,45.47,48.55,41.02,46.84,45.87,46.76,42.55,50.76,46.97,0.6398,34.98,30.19,46.16,28.58,37.23,38.36,36.89,35.93,42.27,0.4837
split 1,43.18,47.14,37.25,45.15,43.85,45.17,40.29,50.01,45.21,0.6268,35.57,42.53,30.47,33.7,36.77,38.27,33.87,39.01,41.93,0.516
split 2,44.96,48.55,36.73,49.59,45.89,47.03,43.7,52.0,45.38,0.6386,30.06,40.83,14.63,34.73,32.89,32.8,34.64,32.8,30.95,0.4954
split 3,46.29,47.68,41.1,50.1,46.67,47.14,44.01,50.01,47.4,0.6452,29.08,27.32,13.08,46.83,34.03,32.47,32.73,29.54,35.13,0.5005
split 4,42.87,48.13,34.61,45.86,43.89,45.19,40.42,48.81,46.35,0.6251,32.52,42.3,31.85,23.4,34.54,35.79,32.74,42.98,31.67,0.5178
split 5,44.02,46.06,37.65,48.35,44.52,44.8,42.36,46.4,45.65,0.6278,35.94,37.86,26.99,42.98,37.42,38.83,40.36,41.5,34.63,0.5498
mean,44.46,47.68,38.06,47.65,45.11,46.02,42.22,49.67,46.16,0.6339,33.02,36.84,27.2,35.04,35.48,36.09,35.2,36.96,36.1,0.5105
std,1.22,0.88,2.33,1.84,1.08,0.97,1.44,1.74,0.82,0.0076,2.69,5.97,11.17,7.97,1.74,2.63,2.7,4.74,4.5,0.0211
