,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.82,49.06,43.92,38.46,44.67,46.63,40.07,49.01,50.83,0.6371,31.29,36.62,38.73,18.53,33.25,33.55,38.97,30.86,30.84,0.5095
split 1,41.7,51.03,39.16,34.91,43.51,45.69,40.12,46.79,50.15,0.6293,27.58,42.03,20.04,20.66,30.58,29.76,32.52,32.03,24.74,0.54
split 2,45.74,51.8,44.3,41.12,46.52,47.61,43.32,48.82,50.68,0.6471,27.39,46.02,15.85,20.28,33.15,32.87,33.35,32.86,32.39,0.5394
split 3,41.91,50.73,36.37,38.64,43.65,46.25,39.61,50.1,49.05,0.6419,30.96,35.53,36.21,21.14,32.23,32.41,30.76,33.79,32.68,0.4761
split 4,41.17,51.98,36.84,34.7,43.66,47.35,39.57,48.32,54.16,0.6292,33.58,48.96,22.82,28.95,37.9,40.3,36.16,44.18,40.56,0.5398
split 5,42.17,50.04,42.1,34.38,43.72,46.0,39.74,48.05,50.23,0.635,30.46,34.87,27.08,29.43,30.62,30.48,32.59,27.9,30.96,0.4556
mean,42.75,50.77,40.45,37.04,44.29,46.59,40.4,48.51,50.85,0.6366,30.21,40.67,26.79,23.17,32.96,33.23,34.06,33.6,32.03,0.5101
std,1.57,1.0,3.19,2.53,1.07,0.69,1.32,1.01,1.59,0.0064,2.16,5.41,8.29,4.34,2.46,3.43,2.72,5.08,4.64,0.0336
