,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4994,0.0,50.0,0.0,0.5009
split 1,0.0,50.0,0.0,0.5037,0.0,50.0,0.0,0.461
split 2,0.0,50.0,0.0,0.5026,0.0,50.0,0.0,0.4925
split 3,0.0,50.0,0.0,0.4998,0.0,50.0,0.0,0.4831
split 4,0.0,50.0,0.0,0.4977,0.0,50.0,0.0,0.5213
split 5,0.0,50.0,0.0,0.4933,0.0,50.0,0.0,0.5438
mean,0.0,50.0,0.0,0.4994,0.0,50.0,0.0,0.5004
std,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0266
