,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5936,0.0,50.0,0.0,0.5121
split 1,0.0,50.0,0.0,0.5958,0.0,50.0,0.0,0.4767
split 2,0.0,50.0,0.0,0.6078,0.0,50.0,0.0,0.5047
split 3,3.55,50.72,83.1,0.589,0.0,49.53,0.0,0.46
split 4,0.0,50.0,0.0,0.5927,0.0,50.0,0.0,0.5072
split 5,0.0,50.0,0.0,0.5861,0.0,50.0,0.0,0.5397
mean,0.59,50.12,13.85,0.5942,0.0,49.92,0.0,0.5001
std,1.32,0.27,30.97,0.0069,0.0,0.17,0.0,0.0256
