,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4746,0.0,50.0,0.0,0.5937
split 1,0.0,50.0,0.0,0.499,0.0,50.0,0.0,0.4661
split 2,0.0,50.0,0.0,0.5366,0.0,50.0,0.0,0.4641
split 3,0.0,50.0,0.0,0.5176,0.0,50.0,0.0,0.5037
split 4,0.0,50.0,0.0,0.5263,0.0,50.0,0.0,0.3812
split 5,0.0,50.0,0.0,0.5257,0.0,50.0,0.0,0.4675
mean,0.0,50.0,0.0,0.5133,0.0,50.0,0.0,0.4794
std,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.063
