,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.09,51.14,14.34,12.78,36.64,45.3,35.1,57.54,43.28,0.5875,20.58,50.0,4.24,7.49,33.81,32.52,33.93,24.3,39.33,0.5611
split 1,21.51,50.58,1.8,12.16,34.79,53.54,34.3,86.86,39.46,0.5867,19.98,50.7,3.57,5.67,34.43,54.88,34.15,100.0,30.5,0.5175
split 2,25.14,51.17,1.74,22.51,36.27,53.61,35.37,84.26,41.19,0.5918,20.26,49.66,0.0,11.12,33.83,23.59,33.62,0.0,37.15,0.5296
split 3,18.96,50.43,0.0,6.45,34.22,28.85,33.81,0.0,52.73,0.585,17.38,50.64,0.0,1.51,33.37,14.8,33.99,0.0,10.42,0.5448
split 4,25.71,50.72,1.12,25.29,36.39,52.44,35.21,79.23,42.86,0.5818,26.02,52.61,0.0,25.44,36.55,23.81,37.28,0.0,34.16,0.5822
split 5,24.7,50.79,7.4,15.9,35.98,47.89,34.76,66.42,42.5,0.5926,19.59,49.47,0.0,9.31,33.31,22.71,33.5,0.0,34.64,0.5233
mean,23.69,50.81,4.4,15.85,35.71,46.94,34.76,62.38,43.67,0.5876,20.64,50.51,1.3,10.09,34.22,28.72,34.41,20.72,31.03,0.5431
std,2.58,0.27,5.03,6.39,0.89,8.65,0.55,29.7,4.25,0.0037,2.62,1.04,1.85,7.5,1.11,12.77,1.3,36.55,9.61,0.0227
