,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5864,0.0,50.0,0.0,0.5122
split 1,0.0,50.0,0.0,0.582,0.0,50.0,0.0,0.4849
split 2,0.0,50.0,0.0,0.5876,0.0,50.0,0.0,0.4706
split 3,0.0,50.0,0.0,0.5827,0.0,50.0,0.0,0.5334
split 4,0.0,50.0,0.0,0.5904,0.0,50.0,0.0,0.3713
split 5,0.0,50.0,0.0,0.5783,0.0,50.0,0.0,0.613
mean,0.0,50.0,0.0,0.5846,0.0,50.0,0.0,0.4976
std,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0726
