,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5064,0.0,50.0,0.0,0.5027
split 1,0.0,50.0,0.0,0.5024,0.0,50.0,0.0,0.5147
split 2,0.0,50.0,0.0,0.5004,0.0,50.0,0.0,0.4765
split 3,0.0,50.0,0.0,0.4958,0.0,50.0,0.0,0.479
split 4,0.0,50.0,0.0,0.4917,0.0,50.0,0.0,0.5102
split 5,0.0,50.0,0.0,0.5129,0.0,50.0,0.0,0.4526
mean,0.0,50.0,0.0,0.5016,0.0,50.0,0.0,0.4893
std,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0219
