,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.502,0.0,50.0,0.0,0.5701
split 1,0.0,50.0,0.0,0.5152,0.0,50.0,0.0,0.5532
split 2,0.0,50.0,0.0,0.4936,0.0,50.0,0.0,0.4413
split 3,0.0,50.0,0.0,0.4675,0.0,50.0,0.0,0.5493
split 4,0.0,50.0,0.0,0.5223,0.0,50.0,0.0,0.4704
split 5,0.0,50.0,0.0,0.4773,0.0,50.0,0.0,0.5298
mean,0.0,50.0,0.0,0.4963,0.0,50.0,0.0,0.519
std,0.0,0.0,0.0,0.0194,0.0,0.0,0.0,0.0469
