,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5018,0.0,50.0,0.0,0.5478
split 1,0.0,50.0,0.0,0.5156,0.0,50.0,0.0,0.459
split 2,0.0,50.0,0.0,0.5243,0.0,50.0,0.0,0.506
split 3,0.0,50.0,0.0,0.5146,0.0,50.0,0.0,0.5282
split 4,0.0,50.0,0.0,0.4885,0.0,50.0,0.0,0.5519
split 5,0.0,50.0,0.0,0.5073,0.0,50.0,0.0,0.5107
mean,0.0,50.0,0.0,0.5087,0.0,50.0,0.0,0.5173
std,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0311
