,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.58,50.1,0.0,2.63,33.67,32.26,33.46,0.0,63.32,0.5846,17.08,49.9,0.0,1.33,33.39,30.32,33.3,0.0,57.67,0.5584
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5887,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5357
split 2,17.09,50.07,0.0,1.19,33.53,44.47,33.4,0.0,100.0,0.5909,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5473
split 3,16.93,50.05,0.0,0.75,33.46,44.46,33.38,0.0,100.0,0.5956,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5135
split 4,17.81,50.19,0.0,3.24,33.75,28.22,33.56,0.0,51.11,0.585,16.43,49.28,0.0,0.0,32.42,11.0,33.0,0.0,0.0,0.5533
split 5,17.15,50.09,0.0,1.36,33.56,44.47,33.41,0.0,100.0,0.5889,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5388
mean,17.2,50.08,0.0,1.53,33.55,34.16,33.42,0.0,69.07,0.589,16.69,49.86,0.0,0.22,33.19,14.29,33.27,0.0,9.61,0.5412
std,0.38,0.06,0.0,1.1,0.13,12.17,0.07,0.0,36.51,0.0037,0.19,0.26,0.0,0.49,0.34,7.17,0.12,0.0,21.49,0.0146
