,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.16,48.13,2.42,39.93,37.51,46.11,36.79,63.26,38.29,0.5704,22.26,49.18,1.3,16.31,33.95,32.15,33.74,26.09,36.62,0.5501
split 1,27.65,50.34,4.46,28.14,36.77,40.99,35.43,45.01,42.54,0.5748,21.16,47.04,0.0,16.46,32.09,21.89,32.47,0.0,33.21,0.5552
split 2,22.82,50.48,0.0,17.97,35.23,25.88,34.46,0.0,43.18,0.5742,19.88,49.19,0.0,10.45,33.17,21.1,33.42,0.0,29.87,0.4985
split 3,28.49,48.99,6.07,30.4,36.28,39.47,35.11,43.52,39.78,0.5737,27.2,42.83,3.08,35.69,32.88,27.26,33.68,14.54,33.57,0.5233
split 4,21.71,50.46,0.0,14.66,34.84,25.59,34.26,0.0,42.5,0.577,20.29,48.54,0.0,12.35,32.63,20.09,33.24,0.0,27.02,0.4777
split 5,24.72,49.49,0.0,24.66,35.34,25.19,34.36,0.0,41.22,0.5727,24.77,47.95,0.0,26.35,33.42,21.42,34.97,0.0,29.28,0.5033
mean,25.92,49.65,2.16,25.96,35.99,33.87,35.07,25.3,41.25,0.5738,22.59,47.45,0.73,19.6,33.02,23.98,33.58,6.77,31.59,0.518
std,3.07,0.88,2.4,8.3,0.94,8.56,0.88,26.08,1.73,0.002,2.61,2.2,1.15,8.77,0.59,4.32,0.75,10.14,3.19,0.0279
