,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5094,0.0,50.0,0.0,0.508
split 1,0.0,50.0,0.0,0.5045,0.0,50.0,0.0,0.5492
split 2,0.0,50.0,0.0,0.487,0.0,50.0,0.0,0.5014
split 3,0.0,50.0,0.0,0.4725,0.0,50.0,0.0,0.553
split 4,0.0,50.0,0.0,0.4952,0.0,50.0,0.0,0.629
split 5,0.0,50.0,0.0,0.4861,0.0,50.0,0.0,0.5254
mean,0.0,50.0,0.0,0.4924,0.0,50.0,0.0,0.5443
std,0.0,0.0,0.0,0.0123,0.0,0.0,0.0,0.0424
