,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5829,0.0,50.0,0.0,0.4663
split 1,0.0,50.0,0.0,0.56,0.0,50.0,0.0,0.4148
split 2,0.0,50.0,0.0,0.576,0.0,50.0,0.0,0.4356
split 3,0.0,50.0,0.0,0.555,0.0,50.0,0.0,0.4653
split 4,0.0,50.0,0.0,0.556,0.0,50.0,0.0,0.5112
split 5,0.0,50.0,0.0,0.543,0.0,50.0,0.0,0.4698
mean,0.0,50.0,0.0,0.5621,0.0,50.0,0.0,0.4605
std,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0301
