,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.41,50.03,34.35,39.86,42.98,44.75,39.92,48.83,45.52,0.6363,28.2,42.36,15.54,26.7,32.36,33.59,31.34,34.86,34.58,0.5202
split 1,40.48,49.77,35.66,36.0,42.47,45.61,38.28,49.1,49.44,0.6193,30.09,37.37,22.77,30.14,31.32,31.76,30.07,29.54,35.67,0.5286
split 2,42.3,50.22,38.75,37.91,43.92,47.41,38.92,53.15,50.17,0.6369,26.64,38.26,28.4,13.27,30.23,34.51,29.11,29.84,44.59,0.5044
split 3,40.73,49.95,34.8,37.45,42.73,46.09,38.35,48.07,51.86,0.6327,27.67,43.94,22.6,16.47,32.4,32.94,32.28,31.27,35.26,0.4993
split 4,38.15,49.64,35.43,29.37,41.34,46.97,36.72,50.78,53.4,0.6243,27.19,39.48,16.69,25.39,30.52,31.65,29.59,33.52,31.85,0.5148
split 5,36.11,49.13,32.7,26.5,39.53,42.68,36.73,43.94,47.36,0.6168,34.0,35.58,31.04,35.38,34.35,36.24,31.51,44.34,32.88,0.5446
mean,39.86,49.79,35.28,34.52,42.16,45.59,38.15,48.98,49.63,0.6277,28.97,39.5,22.84,24.56,31.86,33.45,30.65,33.9,35.81,0.5186
std,2.1,0.35,1.82,4.86,1.4,1.56,1.14,2.8,2.63,0.008,2.5,2.86,5.62,7.6,1.38,1.6,1.13,5.04,4.14,0.0151
