,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,25.16,50.54,0.41,24.53,36.48,62.09,34.68,100.0,51.6,0.5856,16.68,50.03,0.0,0.0,33.15,11.14,33.42,0.0,0.0,0.5175
split 1,26.39,49.81,1.34,28.03,36.29,59.28,34.83,100.0,43.01,0.573,19.05,50.24,0.0,6.92,34.14,28.66,33.7,0.0,52.27,0.5758
split 2,31.96,49.22,12.64,34.02,38.01,43.02,35.9,51.05,42.1,0.5898,26.66,36.75,9.36,33.88,30.2,30.04,31.03,29.71,29.39,0.5078
split 3,26.13,49.89,0.0,28.49,36.36,26.63,34.77,0.0,45.12,0.5818,21.79,48.36,0.0,17.01,33.25,22.05,33.3,0.0,32.86,0.5112
split 4,23.92,50.25,5.04,16.48,35.57,47.19,34.28,60.09,47.19,0.5781,20.86,49.73,0.0,12.84,33.92,23.61,33.81,0.0,37.01,0.5204
split 5,23.18,50.14,0.0,19.39,35.22,26.18,34.29,0.0,44.24,0.5747,24.82,48.77,0.0,25.7,34.86,24.17,34.15,0.0,38.36,0.5209
mean,26.12,49.98,3.24,25.16,36.32,44.06,34.79,51.86,45.55,0.5805,21.64,47.31,1.56,16.06,33.25,23.28,33.24,4.95,31.65,0.5256
std,2.85,0.41,4.55,5.87,0.88,14.09,0.54,40.99,3.15,0.0059,3.35,4.77,3.49,11.28,1.48,6.12,1.02,11.07,15.85,0.023
