,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5117,0.0,50.0,0.0,0.4998
split 1,0.0,50.0,0.0,0.5069,0.0,50.0,0.0,0.5217
split 2,0.0,50.0,0.0,0.5108,0.0,50.0,0.0,0.4992
split 3,0.0,50.0,0.0,0.509,0.0,50.0,0.0,0.509
split 4,0.0,50.0,0.0,0.5157,0.0,50.0,0.0,0.4583
split 5,0.0,50.0,0.0,0.492,0.0,50.0,0.0,0.5869
mean,0.0,50.0,0.0,0.5077,0.0,50.0,0.0,0.5125
std,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0385
