,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.11,50.1,0.0,1.23,33.54,35.93,33.43,0.0,74.36,0.5977,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5357
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5956,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5561
split 2,19.8,50.43,0.0,8.98,34.49,29.24,33.88,0.0,53.85,0.5932,17.76,49.67,0.0,3.62,32.79,16.76,33.46,0.0,16.81,0.5494
split 3,18.78,50.27,0.0,6.08,34.1,29.79,33.68,0.0,55.68,0.5915,20.94,49.41,0.0,13.42,33.79,23.14,33.63,0.0,35.79,0.5396
split 4,16.92,50.05,0.0,0.72,33.45,44.46,33.37,0.0,100.0,0.5934,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5584
split 5,17.52,50.1,0.0,2.46,33.66,33.08,33.45,0.0,65.77,0.5965,16.72,50.16,0.0,0.0,33.33,11.16,33.48,0.0,0.0,0.5257
mean,17.8,50.16,0.0,3.24,33.76,30.6,33.52,0.0,58.28,0.5947,17.57,49.87,0.0,2.84,33.32,14.07,33.43,0.0,8.77,0.5441
std,1.12,0.15,0.0,3.23,0.4,10.07,0.19,0.0,30.22,0.0021,1.56,0.25,0.0,4.91,0.29,4.55,0.11,0.0,13.56,0.0116
