,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.57,49.14,20.23,25.35,37.7,44.21,34.86,49.66,48.1,0.5996,20.89,47.53,3.72,11.43,32.01,27.75,32.72,22.61,27.92,0.5138
split 1,21.46,49.6,11.64,3.12,34.28,43.12,33.63,42.01,53.7,0.5826,22.49,50.17,6.07,11.24,34.39,34.21,34.32,29.12,39.2,0.5054
split 2,37.17,50.18,28.79,32.55,40.69,44.77,37.2,49.13,47.99,0.6123,27.74,39.09,19.57,24.55,30.18,30.13,30.12,28.15,32.12,0.4745
split 3,28.63,48.04,0.39,37.45,36.97,43.84,34.74,53.27,43.52,0.581,24.57,43.53,0.0,30.19,32.24,21.8,31.71,0.0,33.68,0.5477
split 4,23.99,49.57,14.79,7.62,35.15,45.43,33.85,45.47,56.96,0.5842,22.77,48.31,14.42,5.58,33.55,34.15,33.17,43.47,25.82,0.528
split 5,25.46,49.54,12.47,14.36,35.59,43.99,34.0,47.19,50.78,0.5817,21.1,48.54,10.86,3.88,33.4,37.09,32.99,38.28,40.0,0.5514
mean,28.05,49.35,14.72,20.07,36.73,44.23,34.71,47.79,50.18,0.5902,23.26,46.19,9.11,14.48,32.63,30.86,32.51,26.94,33.12,0.5202
std,5.21,0.66,8.64,12.65,2.1,0.73,1.2,3.52,4.33,0.0117,2.34,3.77,6.61,9.66,1.36,5.05,1.31,13.86,5.26,0.0263
