,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6058,0.0,50.0,0.0,0.4995
split 1,0.0,50.0,0.0,0.5901,0.0,50.0,0.0,0.5286
split 2,0.0,50.0,0.0,0.6073,0.0,50.0,0.0,0.4433
split 3,0.0,50.0,0.0,0.6197,0.0,50.0,0.0,0.4986
split 4,0.0,50.0,0.0,0.5816,0.0,50.0,0.0,0.5898
split 5,0.0,50.0,0.0,0.6046,0.0,50.0,0.0,0.3755
mean,0.0,50.0,0.0,0.6015,0.0,50.0,0.0,0.4892
std,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.067
