,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4831,0.0,50.0,0.0,0.491
split 1,0.0,50.0,0.0,0.5267,0.0,50.0,0.0,0.5946
split 2,0.0,50.0,0.0,0.474,0.0,50.0,0.0,0.5083
split 3,0.0,50.0,0.0,0.5158,0.0,50.0,0.0,0.5308
split 4,0.0,50.0,0.0,0.5256,0.0,50.0,0.0,0.4703
split 5,0.0,50.0,0.0,0.5139,0.0,50.0,0.0,0.4265
mean,0.0,50.0,0.0,0.5065,0.0,50.0,0.0,0.5036
std,0.0,0.0,0.0,0.0205,0.0,0.0,0.0,0.0521
